Ruta;Descripción;Km por Viaje;Tarifa Vigente
;SAN RAMON-BAJO ZUÑIGA;9,23;225
;SAN RAMON-LOS ROJAS;12,6;225
;SAN RAMON-PIEDADES NORTE;9,78;225
;SAN RAMON-LA ESPERANZA;6,56;145
;SAN RAMON-BOLIVAR;3,84;145
;TARIFA MINIMA;0;140
;;;
;;;
275;SAN RAMON-SANTIAGO;;
;SAN RAMON-ELADIO HIDALGO;6,1;130
;SAN RAMON-MANUEL QUIROS;5;110
;SAN RAMON-LA CHANCHERA;4,4;110
;SAN RAMON-LA ERMITA;3,8;110
;;;
276;SAN RAMON-BAJO CALIENTE-URBANIZACION VALLE ESCONDIDO-ZARCERO;(GPS);
;SAN RAMON-ZARCERO;22,85;865
;SAN RAMON-LLANO BONITO;7,9;790
;SAN RAMON-BARRANCA DE NARANJO;3,45;605
;SAN RAMON-SAN ANTONIO DE NARANJO;1,85;460
;SAN RAMON-ALTO VILLEGAS;0;415
;SAN RAMON-VOLIO;0;390
;SAN RAMON-EL TANQUE;0;280
;SAN RAMON-SAN JUAN (BUSETAS);0;280
;SAN RAMON-ASILO ANCIANOS-BAJO EL TEJAR (BUSETAS);0;280
;TARIFA MINIMA;0;280
;;;
277;SARCHI NORTE-LA LUISA-I.N.V.U.;(GPS);
;SARCHI NORTE-TORO AMARILLO;32,43;480
;SARCHI NORTE-I.N.V.U.;11,52;275
;SARCHI NORTE-PUEBLO NUEVO;8,1;190
;SARCHI NORTE-LA LUISA;7,16;190
;SARCHI NORTE-SAN PEDRO;5,6;145
;SARCHI NORTE-SAN ANTONIO;5,6;130
;SARCHI NORTE-CALLE CANTO-SARCHI NORTE (ANILLO);7,88;130
;SARCHI NORTE-SARCHI SUR;2,2;105
;TARIFA MINIMA;0;105
;;;
279;SARCHI SUR-SAN PEDRO-SAN ANTONIO-LA TROJA;(GPS);
;SARCHI SUR-LA TROJA;9,34;275
;SARCHI SUR-SAN PEDRO;4,74;145
;SARCHI SUR-SAN ANTONIO;6,5;125
;SARCHI SUR-SARCHI NORTE;7,07;125
;TARIFA MINIMA;0;125
;;;
280;GRECIA-LA LUISA-PUEBLO NUEVO;(GPS);
;GRECIA-PUEBLO NUEVO;15,4;275
;GRECIA-LA LUISA;14,28;275
;;;
278;GUATUSO-RIO CELESTE;;
;GUATUSO-RIO CELESTE;20;220
;GUATUSO-MAQUENCAL;16;165
;GUATUSO-SAN MIGUEL;14,85714286;155
;GUATUSO-EL JORON;12;130
;GUATUSO-BUENOS AIRES;8,571428571;90
;GUATUSO-EL TRIUNFO;6,857142857;80
;;;
285;CIUDAD QUESADA-TERMINAL PLAZA SAN CARLOS-COROBICI-COOCOQUE-HOSPITAL-LOS ANGELES-ARCO IRIS-CAMPO 1-SAN LUIS-CAMPO 2-GAMONALES-LA ISLA-SAN GERARDO-SAN VICENTE-CEDRAL-LA PLAZA-URBANIZACION CAÑAVERAL-DULCE NOMBRE-SAN RAMON;(GPS);
;CIUDAD QUESADA-CEDRAL-SAN RAMON;14,2;805
;CIUDAD QUESADA-SAN VICENTE;10,7;610
;CIUDAD QUESADA-CEDRAL-DULCE NOMBRE;8,2;325
;CIUDAD QUESADA-CEDRAL-PLAZA;6,4;265
;CIUDAD QUESADA-CAÑAVERAL;6,1;265
;CIUDAD QUESADA-CAMPO 1-SAN LUIS;5,8;265
;CIUDAD QUESADA-TEXACO-COROBICI;4,1;265
;CIUDAD QUESADA-CAMPO 2;4,1;265
;CIUDAD QUESADA-Bº LOS ANGELES;3,7;265
;CIUDAD QUESADA-URBANIZACION ARCO IRIS;3,7;265
;CIUDAD QUESADA-SAN GERARDO;3,7;265
;CIUDAD QUESADA-URBANIZACION COOCIQUE;3,4;265
;CIUDAD QUESADA-B° SAN MARTIN-GAMONALES;3,3;265
;CIUDAD QUESADA-B° SAN MARTIN-LA ISLA;2,8;265
;CIUDAD QUESADA-TERMINAL-PLAZA SAN CARLOS;2,1;265
;;;
286;CIUDAD QUESADA-LA FORTUNA x EL TANQUE;(GPS);
;CIUDAD QUESADA-LA FORTUNA;44;1390
;CIUDAD QUESADA-EL TANQUE;36,7;1115
;CIUDAD QUESADA-LOS ANGELES;33,1;1045
;CIUDAD QUESADA-LA VEGA;23,26;780
;CIUDAD QUESADA-JAVILLOS;18,13;610
;CIUDAD QUESADA-SANTA CLARA;13,88;535
;CIUDAD QUESADA-CUESTILLAS;12,13;495
;CIUDAD QUESADA-FLORENCIA;8,9;450
;CIUDAD QUESADA-PUENTE CASA;5,8;300
;TARIFA MINIMA;0;300
;;;
286 A;CIUDAD QUESADA-LA FORTUNA x CHACHAGUA;(GPS);
;CIUDAD QUESADA-LA FORTUNA;44;1390
;CIUDAD QUESADA-SAN FRANCISCO;35,45;1350
;CIUDAD QUESADA-CHACHAGUA;31,65;1260
;CIUDAD QUESADA-SAN ISIDRO DE PEÑAS BLANCAS;26,9;1010
;CIUDAD QUESADA-JAVILLOS;18,13;610
;CIUDAD QUESADA-SANTA CLARA;13,88;535
;CIUDAD QUESADA-CUESTILLAS;12,13;495
;CIUDAD QUESADA-FLORENCIA;8,9;450
;CIUDAD QUESADA-PUENTE CASA;5,8;300
;TARIFA MINIMA;0;300
;;;
286.1;CIUDAD QUESADA-LA TIGRA x BAJO LOS RODRIGUEZ;(GPS);
;CIUDAD QUESADA-LA TIGRA;30,45;1260
;CIUDAD QUESADA-VALLE AZUL;24,7;1170
;CIUDAD QUESADA-BAJO LOS RODRIGUEZ;20,4;935
;CIUDAD QUESADA-SANTA RITA;19;700
;CIUDAD QUESADA-LA VIEJA;13,6;590
;CIUDAD QUESADA-PENJAMO;11,8;535
;CIUDAD QUESADA-FLORENCIA;8,9;450
;CIUDAD QUESADA-PUENTE CASA;5,8;300
;CIUDAD QUESADA-CRUCE CEDRAL;4,5;300
;TARIFA MINIMA;0;300
;;;
286.1;CIUDAD QUESADA-LA TIGRA x JAVILLOS;(GPS);
;CIUDAD QUESADA-LA TIGRA;34,35;1260
;CIUDAD QUESADA-LA LUCHA;24,85;1170
;CIUDAD QUESADA-SAN JOSE DE LA TIGRA;31,11;1115
;CIUDAD QUESADA-CRUCE LA TIGRA;23,9;935
;CIUDAD QUESADA-SAN PEDRO;20,96;875
;CIUDAD QUESADA-JAVILLOS;18,13;610
;CIUDAD QUESADA-LA ESPERANZA;15,01;590
;CIUDAD QUESADA-SANTA CLARA;13,88;535
;CIUDAD QUESADA-FLORENCIA;8,9;450
;TARIFA MINIMA;0;300
;;;
286.2;CIUDAD QUESADA-COLONIA TRINIDAD;(GPS);
;CIUDAD QUESADA-ABANICO;41,07;1600
;CIUDAD QUESADA-SECTOR ANGELES;36,7;1510
;CIUDAD QUESADA-Bº LA CRUZ;33,18;1265
;CIUDAD QUESADA-I.N.V.U.;30,35;1170
;CIUDAD QUESADA-SAN ISIDRO DE PEÑAS BLANCAS;26,9;1010
;CIUDAD QUESADA-CRUCE A LA TIGRA;23,9;935
;CIUDAD QUESADA-SAN PEDRO;20,9;875
;CIUDAD QUESADA-JAVILLOS;18,13;610
;CIUDAD QUESADA-ESPERANZA;15,01;590
;CIUDAD QUESADA-SANTA CLARA;13,88;535
;CIUDAD QUESADA-CUESTILLAS;12,13;495
;CIUDAD QUESADA-FLORENCIA;8,9;450
;TARIFA MINIMA;0;300
;;;
286.3;CIUDAD QUESADA-SAN JOSECITO DE CUTRIS x PISTA;(GPS);
;CIUDAD QUESADA-SAN JOSECITO DE CUTRIS x PISTA;31,4;1135
;CIUDAD QUESADA-LA MAYJU;27,9;1070
;CIUDAD QUESADA-MUELLE;21,6;975
;CIUDAD QUESADA-PLATANAR;16,1;700
;CIUDAD QUESADA-QUEBRADA AZUL;13,8;610
;CIUDAD QUESADA-FLORENCIA;8,9;450
;TARIFA MINIMA;0;300
;;;
287;CIUDAD QUESADA-LA MARINA-LA PALMERA;(GPS);
;CIUDAD QUESADA-LA PALMERA;17,75;455
;CIUDAD QUESADA-SANTA ROSA;15,8;420
;CIUDAD QUESADA-SAN RAFAEL-LA MARINA;9,5;310
;CIUDAD QUESADA-SAN JUAN;6,4;260
;;;
288;CIUDAD QUESADA-LOS CHILES;(GPS);
;CIUDAD QUESADA-LOS CHILES;96,59;2415
;CIUDAD QUESADA-SANTA ROSA;44,18;1180
;CIUDAD QUESADA-BUENOS AIRES;37,67;1015
;CIUDAD QUESADA-FERRY;35,4;925
;CIUDAD QUESADA-ARENAL;31,88;865
;CIUDAD QUESADA-SANTA ELENA;27,4;760
;CIUDAD QUESADA-KOOPER;25,31;740
;CIUDAD QUESADA-MUELLE;22,79;720
;CIUDAD QUESADA-PLATANAR;16,12;510
;CIUDAD QUESADA-QUEBRADA AZUL;13,82;450
;CIUDAD QUESADA-FLORENCIA;8,93;330
;TARIFA MINIMA; -;240
;;;
288 EXT;CIUDAD QUESADA-SAN JOSE DEL AMPARO;(GPS);
;CIUDAD QUESADA-SAN JOSE DEL AMPARO;79,37;1985
;;;
291;CIUDAD QUESADA-STA ROSA-EL CONCHO   EXT LLANO VERDE-RIO SAN JUAN;(GPS);
;SANTA ROSA-RIO SAN JUAN;48,1;1230
;SANTA ROSA-JOCOTE;43,1;1035
;SANTA ROSA-LLANO VERDE;43,82;860
;SANTA ROSA-EL CONCHO;32,28;690
;SANTA ROSA-CARRIZAL;23,78;580
;SANTA ROSA-LA CEIBA;21,91;485
;SANTA ROSA-SAN RAFAEL;18,72;455
;SANTA ROSA-PARAISO;17,5;345
;SANTA ROSA-RANCHO QUEMADO;12,8;250
;SANTA ROSA-EL PLOMO;8,8;170
;SANTA ROSA-SANTA MARIA;2,8;85
;CIUDAD QUESADA-SANTA ROSA;44,18;540
;CIUDAD QUESADA-BUENOS AIRES;37,67;475
;CIUDAD QUESADA-FERRY;34,94;430
;CIUDAD QUESADA-ARENAL;31,88;385
;CIUDAD QUESADA-SANTA ELENA;27,4;340
;CIUDAD QUESADA-COOPER;25,31;305
;CIUDAD QUESADA-MUELLE;22,79;335
;CIUDAD QUESADA-PLATANAR;16,12;250
;CIUDAD QUESADA-QUEBRADA AZUL;13,82;200
;CIUDAD QUESADA-FLORENCIA;8,93;115
;TARIFA MINIMA;0;95
;;;
290;CIUDAD QUESADA-SUCRE-LA VIEJA;(GPS);
;CIUDAD QUESADA-LA VIEJA;8,5;275
;CIUDAD QUESADA-SUCRE;6;275
;CIUDAD QUESADA-EL PORVENIR;3,9;275
;CIUDAD QUESADA-Bº LOURDES-LAS MERCEDES;1,6;275
;;;
1204;CIUDAD QUESADA-Bº CORAZON DE JESUS DE TESALIA Y CIUDAD QUESADA-LINDA VISTA DE TESALIA Y VISEVERSA;(GPS);
;CIUDAD QUESADA-LINDA VISTA DE TESALIA ;11,95;655
;CIUDAD QUESADA-Bº CORAZON DE JESUS;13,75;655
;;;
294;URBANO SAN RAMON-CASCO CENTRAL   EXT COPAN-EL PORO;(GPS);
;SAN RAMON URBANO-PERIFERICA;2,9;215
;SAN RAMON URBANO-COPAN-EL PORO;1,8;215
;;;
294;SAN RAMON-PIEDADES SUR;(GPS);
;SAN RAMON-PIEDADES SUR;11;475
;SAN RAMON-SAN MIGUEL;8,3;355
;SAN RAMON-BARRANCA;6,2;270
;SAN RAMON-CRUCE BOLIVAR;9;390
;SAN RAMON-CRUCE CATARATAS;4;215
;SAN RAMON-SAN PEDRO;2,1;215
;TARIFA MINIMA;0;215
;  EXT SAN RAMON-POTRERILLOS-EL SALVADOR;16,53;715
;  EXT SAN RAMON-CATARATAS-BALNEARIO LAS MUSAS;6,3;275
;  EXT SAN RAMON-BOLIVAR;11,2;485
;  EXT SAN RAMON-LA GUARIA;13,83;595
;;;
294;SAN RAMON-OROZCO-CALLE ZAMORA;(GPS);
;SAN RAMON-OROZCO-CALLE ZAMORA;6,32;275
;SAN RAMON-BENEFICIO;3,2;215
;BENEFICIO-CALLE ZAMORA;3,4;215
;OROZCO-CALLE ZAMORA;2;215
;TARIFA MINIMA;0;215
;;;
294;SAN RAMON-LOS ANGELES-LA BALSA;(GPS);
;SAN RAMON-LA BALSA;13,3;575
;SAN RAMON-ALTO LA BALSA;11;475
;SAN RAMON-LOS ANGELES NORTE;9,25;400
;SAN RAMON-LOS ANGELES SUR;6,68;290
;SAN RAMON-CALLE ANGELES-ALTO LA LIDIA;3,15;215
;TARIFA MINIMA;0;215
;;;
294;SAN RAMON-SAN PEDRO-CALLE VALVERDE;;
;SAN RAMON-CALLE VALVERDE ABAJO;6,2;270
;SAN RAMON-CALLE VALVERDE ARRIBA;4,5;215
;"SAN RAMON-PULPERIA ""EL ALFOLI""";3;215
;SAN RAMON-SAN PEDRO;2,2;215
;TARIFA MINIMA;0;215
;;;
294;SAN RAMON-SAN ISIDRO   EXT CALLE RAMIREZ (MICROBUSES);(GPS);
;SAN RAMON-SAN ISIDRO   EXT CALLE RAMIREZ;7,2;305
;;;
294;SAN RAMON-LA UNION-RINCON DE MORA;(GPS);
;SAN RAMON-RINCON DE MORA;6,92;300
;SAN RAMON-RINCON DE SALAS;6,1;265
;SAN RAMON-SAN RAFAEL;4,64;215
;SAN RAMON-LA UNION;2,27;215
;;;
294;SAN RAMON-SAN JUAN-CONCEPCION;(GPS);
;SAN RAMON-CRUCE LAS BRUMAS;8,47;365
;SAN RAMON-CONCEPCION CENTRO;6,78;295
;SAN RAMON-CHAPARRAL;5,2;225
;TARIFA MINIMA;0;215
;;;
1200;LOS CHILES-MEDIO QUESO-COQUITAL-SAN PABLO-LAS DELICIAS;(GPS);
;LOS CHILES - LAS DELICIAS;32,1;285
;;;
1202;CIUDAD QUESADA-TILARAN;;
;CIUDAD QUESADA-TILARAN;115,1;2795
;;;
1203;CIUDAD QUESADA-PORVENIR-SAN JORGE DE LOS CHILES;(GPS);
;CIUDAD QUESADA-SAN JORGE (FINCA FELIX GARCIA);81,1;1060
;CIUDAD QUESADA-SAN JORGE CENTRO;77,71;990
;CIUDAD QUESADA-PORVENIR;70,44;925
;CIUDAD QUESADA-LA LUCHA;62;925
;CIUDAD QUESADA-SANTA ROSA;44,18;540
;CIUDAD QUESADA-BUENOS AIRES;37,67;475
;CIUDAD QUESADA-FERRY;35,4;430
;CIUDAD QUESADA-ARENAL;31,88;385
;CIUDAD QUESADA-SANTA ELENA;27,4;340
;CIUDAD QUESADA-KOOPER;25,31;305
;CIUDAD QUESADA-MUELLE;22,79;335
;CIUDAD QUESADA-PLATANAR;16,12;250
;CIUDAD QUESADA-QUEBRADA AZUL;13,82;200
;CIUDAD QUESADA-FLORENCIA;8,93;115
;;;
1206;NARANJO-SAN JERONIMO-LOS ROBLES;;
;NARANJO-LOS ROBLES;7,4;435
;NARANJO-SAN JERONIMO;3,1;265
;;;
1209;OROTINA-PLAYA GUACALILLO;;
;OROTINA-PLAYA GUACALILLO;10;325
;OROTINA-BAJAMAR;6,037735849;200
;OROTINA-CASCAJAL;3,645425418;155
;OROTINA-ENTRADA A SANTA RITA;2,201011573;115
;OROTINA-COYOLAR;1,328912648;80
;TARIFA MINIMA;0;80
;;;
1210;CIUDAD QUESADA-LA QUILEA-PEJE VIEJO;;
;CIUDAD QUESADA-PEJE VIEJO;20;265
;CIUDAD QUESADA-LA QUILEA;12,2;165
;;;
1211;GUATUSO-MONICO-CAÑO NEGRO;;
;GUATUSO-CAÑO NEGRO;45,45454545;300
;GUATUSO-MONICO ;32,72727273;220
;GUATUSO-THIALES;20;135
;GUATUSO-BUENA VISTA;16;115
;GUATUSO-LA PALMERA;10,90909091;80
;;;
1220;CIUDAD QUESADA-CAÑO NEGRO;;
;CIUDAD QUESADA-CAÑO NEGRO;33,5;110
;CIUDAD QUESADA-ALTAMIRA;31;95
;CIUDAD QUESADA-ALTAMIRITA;25,5;90
;CIUDAD QUESADA-VUELTA DE COOPER;20,3;90
;CIUDAD QUESADA-LOS CHILES DE AGUAS ZARCAS;18;90
;CIUDAD QUESADA-AGUAS ZARCAS;15,4;90
;CIUDAD QUESADA-LA MARINA;11,1;90
;;;
1221;ALAJUELA-TUETAL;;
;ALAJUELA-TUETAL NORTE;5,95;160
;ALAJUELA-ITIQUIS;3,65;160
;ALAJUELA-TUETAL SUR;4,95;160
;TARIFA MINIMA;0;160
;;;
1224;SAN RAMON-RIO JESUS;(GPS);
;SAN RAMON-RIO JESUS;12,19;275
;SAN RAMON-CALLE LEON-MAGALLANES-EL EMPALME;7;205
;;;
;;;
1231;OROTINA-BIJAGUAL;;
;OROTINA-BIJAGUAL;10;320
;;;
1232;UPALA-HIGUERON;;
;UPALA-HIGUERON;14,3;200
;UPALA-CANALETE;8,2;120
;CANALETE-HIGUERON;6,1;120
;;;
1234;ALAJUELA-CRUCE TAMBOR-QUEBRADAS;;
;ALAJUELA-QUEBRADAS;9,1;120
;ALAJUELA-CRUCE TAMBOR;6,9;95
;;;
1235;ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL;(GPS);
;ALAJUELA-EL LLANO-BRASIL-SEGURO SOCIAL;2,97;190
;;;
1236;ALAJUELA-CANOAS-CARRIZAL;(GPS);
;ALAJUELA-CARRIZAL;12,085;410
;ALAJUELA-PAVAS;8,94;325
;ALAJUELA-CANOAS;3,09;260
;TARIFA MINIMA;0;260
;;;
;;;
1239;SAN JOSE-NARANJO   EXT CONCEPCION;;
;SAN JOSE-NARANJO;49,85;1020
;  EXT SAN JOSE-NARANJO-CONCEPCION;57;1250
;;;
1240;ATENAS-ESCOBAL-QUEBRADAS;;
;ATENAS-QUEBRADAS;18;190
;ATENAS-ESCOBAL;15;155
;ATENAS-LAPAS;10;110
;ATENAS-GUACIMO;7;90
;ATENAS-EL PUENTE;7,875;80
;ATENAS-SAN FRANCISCO;7,875;80
;ATENAS-GÜISARO;7,875;80
;;;
1242;GRECIA-SAN JUAN-SAN LUIS;(GPS);
;GRECIA-SAN LUIS CENTRO;10,1;470
;GRECIA-SAN LUIS ABAJO;8,2;470
;GRECIA-SAN JUAN;6,44;315
;;;
1244;UPALA-COLONIA PUNTARENAS-SANTA ROSA-SAN JORGE-VERACRUZ-CAÑO NEGRO CON EXTENSION A SAN LUIS Y LOS CHILES FRONTERA NORTE Y VEICEVERSA ;(GPS);
;UPALA-LOS CHILES;65,9;2175
;UPALA-CAÑO NEGRO;39,2;1290
;UPALA-VERACRUZ;26,9;1000
;UPALA-SAN JORGE;19,2;780
;UPALA-SAN GABRIEL;17,4;655
;UPALA-SANTA ROSA;19,1;655
;UPALA-COLONIA PUNTARENAS;12,4;500
;UPALA-CHIMURRIA;5,9;290
;;;
1245;ATENAS-ALTOS DE NARANJO-RINCON;;
;ATENAS-RINCON;9,6;830
;ATENAS-ALTOS DE NARANJO;8,3;830
;ATENAS-EL MANGO;7,15;595
;ATENAS-SAN ISIDRO;6,25;595
;ATENAS-BAJO CACAO;5,45;485
;ATENAS-Bº MERCEDES;3,85;425
;ATENAS-Bº FATIMA;1,55;425
;;;
1246;SAN RAMON-CALLE ANGELES-SAN JUAN;(GPS);
;SAN RAMON-CALLE ANGELES-SAN JUAN;2,865;195
;;;
1248;CIUDAD QUESADA-COOPEVEGA;(GPS);
;CIUDAD QUESADA-COOPEVEGA;65,6;1240
;CIUDAD QUESADA-COCOBOLO;57,96;1095
;CIUDAD QUESADA-SAN JOAQUIN;54,72;1045
;CIUDAD QUESADA-PACO SOLANO;50,88;930
;CIUDAD QUESADA-MORAZAN;48,71;860
;CIUDAD QUESADA-SAN LUIS;45,98;820
;CIUDAD QUESADA-LA LUISA;43,34;780
;CIUDAD QUESADA-SAN GERARDO;39,88;700
;CIUDAD QUESADA-BUENOS AIRES;37,67;690
;CIUDAD QUESADA-FERRY;34,94;645
;CIUDAD QUESADA-ARENAL;31,88;580
;CIUDAD QUESADA-SANTA ELENA;27,4;540
;CIUDAD QUESADA-KOOPER;25,31;525
;CIUDAD QUESADA-MUELLE;22,79;480
;CIUDAD QUESADA-PLATANAR;16,12;355
;CIUDAD QUESADA-QUEBRADA AZUL;13,82;310
;CIUDAD QUESADA-FLORENCIA;8,93;230
;TARIFA MINIMA;0;140
;;;
1249 BS;GUATUSO-PATASTILLO-SANTA FE (BUSETAS);;
;GUATUSO-SANTA FE;26;295
;GUATUSO-PATASTILLO;0;155
;TARIFA MINIMA;0;90
;;;
1250;GUATUSO-CABANGA-PEJIBAYE;;
;GUATUSO-PEJIBAYE;0;190
;GUATUSO-CABANGA ;0;130
;LA CABANGA-PEJIBAYE;0;85
;;;
1253;URBANO DE GRECIA;;
;URBANO DE GRECIA;22;80
;;;
1255;LOS CHILES-CUATRO ESQUINAS;(GPS);
;LOS CHILES-CUATRO ESQUINAS;25,4;210
;LOS CHILES-COMBATE;0;195
;LOS CHILES-MEDIO QUESO;16,6;135
;LOS CHILES-EL PARQUE;10,4;95
;;;
1260;OROTINA-Bº CORAZON DE MARIA DE COYOLAR-SANTA RITA-CUARROS;(GPS);
;OROTINA-CUARROS;20,85;1110
;OROTINA-SANTA RITA;13,5;705
;OROTINA-Bº CORAZON DE MARIA DE COYOLAR;5,8;460
;;;
1262;SARCHI NORTE-RODRIGUEZ-SABANILLAS;;
;SARCHI NORTE-SABANILLAS;5;125
;SARCHI NORTE-RODRIGUEZ;1,4;100
;TARIFA MINIMA;0;100
;;;
1263;LOS CHILES-SAN JOSE DEL AMPARO-LA UNION;(GPS);
;LOS CHILES-LA UNION;43,7;375
;LA UNION-SAN JOSE DEL AMPARO;7,5;220
;SAN JOSE DEL AMPARO-LA TRINIDAD;1,9;180
;LA TRINIDAD-EL PAVON-SANTA CECILIA;9,7;155
;LOS CHILES-SAN JOSE DEL AMPARO;36,2;110
;SAN JOSE DEL AMPARO-LA VIRGEN;16,9;130
;SAN JOSE DEL AMPARO-EL COROZO;18,5;130
;SAN JOSE DEL AMPARO-HERNANDEZ;23;110
;SAN JOSE DEL AMPARO-EL PARQUE;25,7;95
;SAN JOSE DEL AMPARO-BERLIN;29,6;80
;;;
PERMISO MB;PALMARES-Bº LA AMISTAD (MICROBUSES);;
;PALMARES-PROYECTO LA AMISTAD;0;80
;TARIFA MINIMA;0;80
;;;
PERMISO ;URBANO DE OROTINA;;
;URBANO DE OROTINA;0;90
;;;
;PROVINCIA DE CARTAGO;;
;;;
300;SAN JOSE-CARTAGO Y VICEVERSA;(GPS);
;SAN JOSE-SAN PEDRO POR TRES RIOS TARAS-CARTAGO;22,65;595
;SAN JOSE-ZAPOTE POR TRES RIOS-TARAS-CARTAGO;23,3;595
;SAN JOSE-SAN PEDRO-PISTA-TARAS-CARTAGO;31,65;595
;SAN JOSE-SAN PEDRO POR TRES RIOS-LIMA-CARTAGO;24,35;595
;SAN JOSE-ZAPOTE POR TRES RIOS-LIMA-CARTAGO;24,9;595
;SAN JOSE-SAN PEDRO POR PISTA-LIMA-CARTAGO;24,3;595
;SAN JOSE-ZAPOTE-PISTA-LIMA-CARTAGO;24,8;595
;SERVICIO DIRECTO EXPRESSO;24,8;595
;SERVICIOO DIRECTO POR SAN PEDRO;24,8;595
;SERVICIO DIRECTO POR ZAPOTE;24,8;595
;SAN JOSE-EL ALTO DE SAN RAFAEL DE OREAMUNO;24,8;595
;SAN JOSE-TEJAR;26,2;595
;SAN JOSE-COCORI;26,6;595
;SAN JOSE-TARAS;19,9;595
;INA-SAN JOSE-SAN PEDRO-PISTA-TARAS-CARTAGO;32,66;595
;ICE-SAN JOSE-ZAPOTE-PISTA-CARTAGO;27,2;595
;CARTAGO-IMPRENTA NACIONAL-ICT-MIGRACION;29,05;595
;CARTAGO-MINISTERIO DE SALUD EN SAN JOSE;24,9;595
;SAN JOSE-PARQUE INDUSTRIAL CARTAGO;22,95;595
;SAN JOSE-ZAPOTE-REGISTRO NACIONAL-CARTAGO;24,3;595
;SAN JOSE-INSTITUTO TECNOLOGICO DE CARTAGO ;24,7;595
;;;
301;SAN JOSE-TRES RIOS;(GPS);
;SAN JOSE-TRES RIOS (SERVICIO REGULAR);12,555;355
;SAN JOSE-TRES RIOS (SERVICIO DIRECTO);12,555;355
;SAN JOSE-SAN MIGUEL DE LA UNION;13,565;355
;SAN JOSE-DULCE NOMBRE DE TRES RIOS;12,74;355
;SAN JOSE-ASILO CHACON PAUT;13,5;355
;  EXT SAN JOSE-EL FIERRO;15,605;355
;  EXT SAN JOSE-YERBABUENA;12,99;355
;PERIFERICA-TRES RIOS-EL FIERRO;5,09;235
;PERIFERICA-TRES RIOS-YERBABUENA-MONTUFAR;2,1;235
;PERIFERICA-SAN MIGUEL-TRES RIOS-SAN JUAN-VILLAS DE AYARCO-CALLE BONILLA;5,1975;205
;TRES RIOS-DULCE NOMBRE;1,62;205
;;;
302;SAN JOSE-TURRIALBA (SERVICIO REGULAR);(GPS);
;SAN JOSE-TURRIALBA;63,675;1455
;SAN JOSE-JUAN VIÑAS;53,1;1270
;SAN JOSE-CERVANTES;41,76;1070
;TURRIALBA-CARTAGO;40,12;870
;TURRIALBA-PARAISO;33,55;760
;JUAN VIÑAS-CARTAGO;29,67;770
;TURRIALBA-CERVANTES;21,79;525
;CERVANTES-CARTAGO;18,33;540
;TURRIALBA-PARQUE INDUSTRIAL DE CARTAGO;45,75;935
;TARIFA MINIMA;0;540
;;;
302 SD;SAN JOSE-TURRIALBA (SERVICIO DIRECTO);(GPS);
;SAN JOSE-TURRIALBA;63,675;1455
;;;
702;SIQUIRRES-TURRIALBA (SERVICIO REGULAR);(GPS);
;TURRIALBA-SIQUIRRES;47,06;1215
;TURRIALBA-LINDA VISTA;27,55;780
;TURRIALBA-TRES EQUIS;24;735
;TURRIALBA-JAVILLOS;13,86;420
;TURRIALBA-PAVONES;11,4;340
;;;
702 SD;SIQUIRRES-TURRIALBA (SERVICIO DIRECTO);(GPS);
;TURRIALBA-SIQUIRRES;47,06;1215
;;;
302 A;SAN JOSE-JUAN VIÑAS;;
;SAN JOSE-JUAN VIÑAS;52,8;1165
;SAN JOSE-CERVANTES;42,5;970
;SAN JOSE-BIRRISITO;42,38873239;900
;SAN JOSE-PARAISO;30,1;900
;SAN JOSE-CARTAGO;24,2;640
;JUAN VIÑAS-CARTAGO;30,1;695
;JUAN VIÑAS-PARAISO;24,2;575
;JUAN VIÑAS-CERVANTES;11,8;445
;JUAN VIÑAS-PARQUE INDUSTRIAL DE CARTAGO;38,67042254;810
;TARIFA MINIMA;0;360
;;;
303;SAN JOSE-SAN DIEGO DE LA UNION;(GPS);
;  EXT SAN JOSE-CALLE MESEN;15,735;360
;  EXT SAN JOSE-SANTIAGO DEL MONTE;14,98;360
;SAN JOSE-SAN DIEGO DE LA UNION;13,31;360
;SAN JOSE-TRES RIOS;11,14;360
;TRES RIOS-CALLE MESEN;3,96;235
;TRES RIOS-SANTIAGO DEL MONTE;3,17;235
;;;
301 A;SAN JOSE-SAN VICENTE DE TRES RIOS (REGULAR);(GPS);
;SAN JOSE-SAN VICENTE DE TRES RIOS;14,995;350
;SAN JOSE-TRES RIOS;10,89;350
;SAN VICENTE-SAN JUAN DE TRES RIOS;7;240
;SAN VICENTE-TRES RIOS;4,23;200
;;;
301 A SD;SAN JOSE-SAN VICENTE DE TRES RIOS (DIRECTO);(GPS);
;SAN JOSE-SAN VICENTE DE TRES RIOS;14,995;350
;;;
304;SAN JOSE-VILLAS DE AYARCO;(GPS);
;SAN JOSE-VILLAS DE AYARCO;9,8;295
;;;
305;SAN JOSE-MONTUFAR-FLORENCIO DEL CASTILLO;(GPS);
;SAN JOSE-MONTUFAR-FLORENCIO DEL CASTILLO;10,32;325
;;;
306;TRES RIOS-BARRIO EL CARMEN- SAN JOSE;(GPS);
;SAN JOSE-Bº EL CARMEN DE LA UNION;13,66;405
;SAN JOSE-TRES RIOS;10,22;405
;TRES RIOS-Bº EL CARMEN;3,28;240
;TARIFA MINIMA;0;240
;;;
